conformation_lmdb_key,source_lmdb_key,pdb_id,sequence_length,sequence_sha256,n_conformations,source_disorder_source,source_is_idp,source_disorder_fraction,evidence_tier,exact_disprot_sequence_match,disprot_ids,disprot_accessions,disorder_residues,disorder_fraction,longest_disorder_region,disorder_region_count
00000331,00000331,P84074,193,e4cd35418df3e1f0af5b8607e28dc9337274d30fe103de291eed82f4a1eddabe,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000332,00000332,P32970,193,8b8ce93f248bec6271b76629ed3485248e9d2585915b99fb4ce0b685c3ee38b1,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000333,00000333,P01588,193,400768c3b082547834f139ae6313c65c5c59fb87025131143980e55ba12e3361,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000334,00000334,P23435,193,9ada9cf291d93318c7fb0587adb85e7f8ad24a852de86d183a84397e15710178,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000335,00000335,Q96D03,193,2eee1f5fc8cc6965a6b1d2e0d4cd9f24be364a82faf3fa4b89809a75bbf9f509,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000336,00000336,Q92843,193,7aefc129cd06ec747b67e4b97d78466ee5553c4f7f1bce7b24e2a1872eafb0f5,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000337,00000337,P07305,194,2c052d0845c17ef566dae1adf66a6d9e64111ca00952138e5fd53ebd3bfa4d95,5,ebi_mobidb_lite,True,0.7216494679450989,experimentally_curated_partially_disordered,True,DP01156,P07305,119,0.6134020618556701,97,4
00000338,00000338,O00264,195,720f16714de2bc9142abbaf65f0e91783be662aad0139add86e36d69298dd4d4,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000339,00000339,P08590,195,9a216b72d91d56ce925e2773fb04a75e5f10270f5b6c9bbf4220f1383a91dc27,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000340,00000340,Q13636,195,21f2f4bffe401658840c48e37395c173083218a8fe51b43c3884b2a727747423,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000341,00000341,A8AZZ3,195,2e5c1eaea6dd13f7a48d0ffb2b778d8633f07c85fbd2d1de982393ed0ad0d980,5,ebi_mobidb_lite,True,0.2410256415605545,experimentally_curated_partially_disordered,True,DP00858,A8AZZ3,90,0.46153846153846156,50,3
00000342,00000342,Q9UJY1,196,5ef13cb2033a026c3c8bfc81e3c93f3c90429c90c9e8b82f546d8ace4da535c1,5,ebi_mobidb_lite,True,0.1071428582072258,experimentally_curated_partially_disordered,True,DP04309,Q9UJY1,115,0.5867346938775511,89,2
00000343,00000343,O43745,196,97e106e36b53bbf6df7801fc8724b88560a4200edb05d4cbdab866b2aa49250f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000344,00000344,O75594,196,1dc8365d5c8cce037120c394979bb7432d6d6a571bd4d4aa0d4370fb08cf62e9,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000345,00000345,P62745,196,d75a8469971f51cccb4da74dcadffa59de981594c3e8572acc09d277efaf7272,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000346,00000346,Q5W111,196,82cfc7374c27ec80db9cc534f47b5536df91770013653c926fca0f8fd840f6c0,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000347,00000347,P53672,197,8e8c3efec38b36baf4d753283489e403e6ef3a6e0cc6f891bc1c8e1d64de516e,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000348,00000348,Q0P5N6,197,e6e891e28bca67efcda56cbef93ecfa38a40ec75aca4d9d2b46fcc80df7c1826,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000349,00000349,Q53FT3,197,c09d32de528aa303e7f264e0bf37147d0ae1759cc38953ab685f110f45477483,5,folded,,0.0,experimentally_curated_short_disorder,True,DP02719,Q53FT3,19,0.09644670050761421,19,1
00000350,00000350,P12829,197,54e7000060f54f293386d76098dba4b473193c25e45f384e5c138391c6a2c4fe,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000351,00000351,P46527,198,844b7ba9d02615aa3c12ca099d810641f0cd620855058db03f492101b9900fb5,5,ebi_mobidb_lite,True,0.747474730014801,experimentally_curated_fully_disordered,True,DP00018,P46527,198,1.0,198,13
00000352,00000352,O14508,198,241ae67053df79346f320c0bf7ce2d1760ad23b0412bffc9c6e7fb36432bdee6,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000353,00000353,Q9H6L4,198,1e87c2ff60ce4fdae454fd5896fad4041ba95957e48cc08c3c05abaec0456cbb,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000354,00000354,Q9BUL9,199,e59bd0d67c3965ddb0ec3e1270f96850c272c02c58cc4e7a5920865adb17eae8,5,folded,,0.0,experimentally_curated_partially_disordered,True,DP02616,Q9BUL9,63,0.3165829145728643,42,2
00000355,00000355,Q06830,199,aacbdbb5eeecdf38eb2c8a14fab326106b5a74c9264d24e2b593181d254dbbe5,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000356,00000356,P37802,199,65ba2c7bba058e5fa572b6149cb092649c304c54fbad9b6d2c5007748b93b093,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000357,00000357,P35243,200,b1e32d1390deb67302b2af2512d8370a79774ba59512ba819bfec1efa2229895,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000358,00000358,P61086,200,d6ffbcf3e53b4f93ef2d2a137f60fb1e8f1239f2979ce56ce73c83d0fe15c6a2,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000359,00000359,P61026,200,c467d6dd089c9200c86666823ce9767cd208b60339f0c35f182ba91ec7672a2d,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000360,00000360,Q15286,201,d6e1d6d974f7c1c1ea2f7d3c11a2aebc3a30dc88273803a19519144a6134833f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000361,00000361,Q8WUK0,201,ad6b963fafc4c4c1ca2a702748e8f1438b31e5c6ba7c6f834d9d7ba9750f1935,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000362,00000362,P52798,201,492f87dd7b12efbc7f6453212270f4e35c9ce57263ba3606e3f40ac68358f96d,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000363,00000363,P49703,201,0bb1281e2968d12c0eaa6b30d69d1bc2c64657b69d1302db74757fd7003eef6d,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000364,00000364,P49721,201,399f114d49d742e5e918aba8dabf23ffc18039a053f32f634596c39912f41c9f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000365,00000365,Q96CE8,201,1c1120ac3a6f2c83993210ec15ce85430fb16ec86b4d3545ef7b3b75eaccb173,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000366,00000366,P02753,201,8400030088daa962283125365238a8cd19878b292ef12408c6457e69231e769f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000367,00000367,O15492,202,acdc19d9934a990792012724fe21b912fbe5426790f3742cf46bea20569747fe,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000368,00000368,P05452,202,8b9f94e62e02dd1bb02264c9840bbf578ccd42158c35d121700dc5f2b2df9fd9,5,folded,,0.0,experimentally_curated_contains_idr,True,DP02801,P05452,25,0.12376237623762376,25,1
00000369,00000369,P15018,202,a167f0027aab6fa7f8474b69c71b027c54cd9944917684df09817185c86e7c91,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000370,00000370,P40429,203,a914452f1bb32aec9a7d981c72ebf99325438bf8a0e9f9f8d7ce8596b85d081d,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000371,00000371,O14966,203,f17b59f8e637a75063826abb2712745c4a4bdc2bc50b3d981fe10a1112fb748b,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000372,00000372,Q9Y535,204,2238aede09bf48a6f02327fe08c7cbb64dc9e193f8b02760d1b8c6245b1236ff,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000373,00000373,P62070,204,b8b4164150d6f1e0ae295705a7b6036e44e8ec70693454a503039491bb98f8ac,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000374,00000374,P61313,204,d09b86592c128c04587415e3c6d0c3eb826d90372c00d8b91d03b52a6af10d44,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000375,00000375,Q7Z4H3,204,62ee8964e0c4350d9102229296ba0b1587ca5253b53a351f703193e0bbdf69c8,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000376,00000376,P52565,204,fff4642ce787c71b7a7bc86343ae9c8b0677385d0f4a6db9f1a9f602a4d58150,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000377,00000377,P20827,205,f98c1e3806bd21d7812ec2e390ad685035317839e66d9e0920fd4e30ccb928b6,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000378,00000378,Q13257,205,5a695f03343d42844301771c66f521beb536e9b9e8bbce2aa48bd3ddfa61b45e,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000379,00000379,P49720,205,970d64486e9a429373507a215d33d03945b7ad0e2a3a312a1748ed1d9df88c5e,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000380,00000380,P62820,205,867635bd0689aa7a17622a403f3e667245bc57aeadbdba5793f71fdca0649828,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000381,00000381,P01374,205,a6b9c5f9518591b9e3cac86b3bbb79db73a05898cbdc8e43f367343248e2e3be,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000382,00000382,P08620,206,7a5d73a91cc3ae347108cd0e6a9ed8b2ac72f2ceaca9688a6d8d6cc8b42879d1,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000383,00000383,P60880,206,91a6e9a883600e47c7dc751635104ce2810e0a55cc45f218d2dca06fc0027f47,5,folded,,0.0,experimentally_curated_fully_disordered,True,DP00068;DP02561,P60880;P60881,205,0.9951456310679612,87,5
00000384,00000384,P30043,206,eb0bcc4cc33b3b3953c028aa242b95c7a6b0b6a5774e4141010eb33071fe182f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000385,00000385,P61006,207,35a30d38291cd7e18f8ea3312c230c2df6253023732528400747b6c869840514,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000386,00000386,D3W0D1,207,ef38993b3657d74f8075e2e9413462f3c04523059780407173a73cd791cc3852,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000387,00000387,Q92930,207,8e776f970a6dde80cdc7e9e90b2968d9eb3cb5696f0468e597c2aaf7ffe7db75,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000388,00000388,P51149,207,4b78b546b45218fa8d17ef983867de6dcc8d1f30390276f11d6475295faff089,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000389,00000389,O76093,207,74e3ed6c49c09ed3056fa5be3241873c16b8843c83f21b71f381efeec2d1c653,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000390,00000390,O75508,207,549520f70b1c3d62068125b7f8465989ed19c5695403429bb0380a518c054b58,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000391,00000391,P16455,207,f23ea8bb1edac597e621939d9b0c9275c864e9e256159bc1cceb2b086031f054,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000392,00000392,O15520,208,84cf0cc0d5660057deec1c9fc4a817ca30956de11aa5aa7ff6f7a38aef4cfbad,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000393,00000393,P14649,208,349b11008e30a9a1703bde31c3e4966c10c24ce2cd22bf4bb847bfde2bd30208,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000394,00000394,P10767,208,1c5eefae4f0d32c3b0360d367d35d06911cfa37a7e222d1caa9ea132391c5f46,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000395,00000395,O14807,208,e90b91b8a12ee31c31fad776182dc942dc69531aed0d29938dcfa4361609fa38,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000396,00000396,Q9NRN9,209,569c08b314cdbb49fb45a2e91d911c4c17de3f178b391e85f900dc690f5f56f8,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000397,00000397,P09211,210,cd085d4391829da9e96878c9f2170c05c298e1c4c86a7f810400d6adda64bbb6,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000398,00000398,P34130,210,038eb4a04f0b8d9282c5aaa9ac215d9386b84c33518d81876ca1a62486f33bed,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000399,00000399,P35625,211,79272c1d474226029cb7252fa73c7d476c74871292363197da0f1dd16fe44d85,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000400,00000400,O95816,211,89c9d45ae70e22e20f4e91d5329f287b8798aa7fab5bcf022e0b15d4c1346bc1,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000401,00000401,Q9NP95,211,3e412ef1aa99e2103b47e1c164aebeb1026578f632b4ee9f25f29b8db57a5b1c,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000402,00000402,P41220,211,595bd7fcc0d1704b6ad3f3eaf598b8427d7ae32b16732d4adba60f8856a415ae,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000403,00000403,P26998,211,e89e41875f263cd215c434d46ccc0b45099739a11e4da46efd4128e928e8294d,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000404,00000404,Q9UI95,211,f33ae48461c9fb6cb09fdc98b84506dc9adf6fae78e5c0d873a6c44793ab05b2,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000405,00000405,O95832,211,fc771ec8596f2cab6950a15ec5eebdc7dc4da3542c8c0d52145ee1795a6bb35b,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000406,00000406,Q16611,211,2360f2a15601a5cc38328c092006a1e6f03db93252c1168c538315f5c6fdfd7f,5,folded,,0.0,experimentally_curated_contains_idr,True,DP02539,Q16611,35,0.16587677725118483,35,1
00000407,00000407,Q9HAE3,211,302c7fc435faf042d51776386be888dabd1a043195581ea6496fb3f5d6389847,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000408,00000408,A0A0M4HM24,212,18039ca4c64986c576e343f1d87f86e9bcd041896e32ee31c6e29c724c66d7bd,5,ebi_mobidb_lite,True,0.8867924809455872,experimentally_curated_fully_disordered,True,DP03415,A0A0M4HM24,212,1.0,212,3
00000409,00000409,Q9BUL8,212,8354471b9a950519c13f48ae37c6d03d7a568eb75d7ac2985fe8244c03bda63f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000410,00000410,P23919,212,b7de24dfe012e1e97b86a6cf44fbccc07d11c07c7926987b25835395c62a6a41,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000411,00000411,Q16667,212,b296d9aa86dc2280bfbe8856c403a879cdb243884c28e3c3e32f4e7c7d3c5abd,5,folded,,0.0,experimentally_curated_contains_idr,True,DP03142,Q16667,34,0.16037735849056603,22,2
00000412,00000412,P05231,212,ce9be1b6049442dbd48e2100bcef53a760817c8223f6bb6b07a625132a04eff8,5,folded,,0.0,experimentally_curated_short_disorder,True,DP02745,P05231,19,0.08962264150943396,19,2
00000413,00000413,C9ZXG5,212,cac947c063fcc23af510c4b89c911bf7b558bdb24081ac560031b9183636c790,5,af2_plddt_fallback,True,1.0,experimentally_curated_contains_idr,True,DP03391,C9ZXG5,35,0.1650943396226415,35,3
00000414,00000414,Q96DA2,213,88bf589b1bee040cd9401d83869324997d9ae9541c944ceb074103f8f8cabbd3,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000415,00000415,P40337,213,9635f5e11bc2e95cb5b4aca19e52963af7b7cacd94b962e99be1d66499686daf,5,folded,,0.0,experimentally_curated_contains_idr,True,DP00287,P40337,59,0.27699530516431925,59,1
00000416,00000416,O75251,213,2044fc8c590280bd0815be987bf6fa53c78182893b4bc22b03274bd5a0b5e053,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000417,00000417,Q9UQN3,213,98397220a278e07ba8a4a2d3ad6f405c5054148f127280596e8e15ae692ae4cc,5,ebi_mobidb_lite,True,0.09859155118465424,prediction_only_disorder,False,,,0,0.0,0,0
00000418,00000418,E9ADE1,214,ea2053dfc99800e4b1ed12add5271999a4f5ae2536a4642f890ca429cbf39ef0,5,af2_plddt_fallback,True,1.0,experimentally_curated_contains_idr,True,DP04037,E9ADE1,21,0.09813084112149532,21,1
00000419,00000419,Q92882,214,373ac938f709d95c66ca144e7994c9cb5c25bdc31b77f42235034874b9940465,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000420,00000420,Q5TA50,214,18b873c879cf6ef6009b4624bfbf9cd0c4927ac7947c2766b5d7d31ab53b8996,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000421,00000421,Q9Y5N5,214,dfd294d4cd42f7b17d78d8190ac5f5c88001ccd01f7181743a196eae3409eba5,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000422,00000422,P27635,214,2235c5a38ead9a3bd9ab75e2d19f5c0467507a6b7bc760d76c26464026a21ecc,5,folded,,0.0,experimentally_curated_contains_idr,True,DP03456,P27635,29,0.13551401869158877,29,1
00000423,00000423,Q9NY72,215,40b9a19550f1a0abc9b61b215d2179d29758841e77d2ccc8869f7b40cf57437a,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000424,00000424,P05813,215,016d514e7d8b2f69e1458b12bb784001e9f34ba219e0dd40d0efb50b9d212a13,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000425,00000425,O60939,215,3a66d7df82471181400477b2b51c49d4a147514ac8229e72346336537c4a4a4b,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000426,00000426,Q9BTP7,215,1a8c0e84406d0caf0b387a4c1524cb50a88dc7e0c7383a45fd983d0b7dec78f1,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000427,00000427,P20339,215,6643249998a39e3c16128f185465d7d1d376e28f1b973c6c387f46719785c18b,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000428,00000428,P67870,215,feabc8446b38eabaabc0a48cb14d267357eac67b24b71ffc1835dd2abac6ab14,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000429,00000429,O75396,215,3e55a8886d3123341ae8d94472ff288ce0a984a3363ffa75fee6e9dfa6082ec1,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000430,00000430,O95750,216,6fa66caee9c8ae7d6af1e1237eaab55816c54b466dd5b5df4ce6c206ee6c0c9f,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000431,00000431,P23284,216,f16393f916e75987d224ed7e628d34d787682ccaed927b69a5b772360c82a599,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000432,00000432,P51148,216,e033bca37e917a5c90607b45daa85a617b71e887beecf31a4aac5a4160040ad5,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000433,00000433,P62826,216,ccbbcb644fc94ada9c6fea150eec2e40cdb7c88ba7bffce8b71d19d8cd3e14f6,5,folded,,0.0,experimentally_curated_contains_idr,True,DP01364,P62826,63,0.2916666666666667,29,3
00000434,00000434,Q96F25,216,57a8aa2a0f5c1893fdfb71be0bd7fb0b22264c9ca223635de4c5ab598e6d7143,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000435,00000435,P28676,217,661b8173ee7a1fc2f9e49373060ee9607cc3380bedfbadfe6d4262becd94c312,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000436,00000436,P62906,217,c05929923cf9443467c2f504896c8a857600df358eb0c246d26002ace0707f27,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000437,00000437,P49795,217,780bf961d97ae7d387a670269400e5b4cb62e7b1457a494edb142c22394b3785,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000438,00000438,O95484,217,fbb6ae2840bbcdad2f48e1fea9a6cecf0f4ba4b0f95c0757ac4ffa2286ffe0b4,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000439,00000439,P62993,217,da732b5e8d2d70df356a38fcb7dcb1f2c8c200f00268f7978afe49f9a7b1783d,5,af2_plddt_fallback,True,1.0,conformational_proxy_only,False,,,0,0.0,0,0
00000440,00000440,Q99807,217,ee9b05487fdc0817541e0ee9a25a0ff681ce66a73ac23b185eebe17ebe55e2b5,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000441,00000441,P06730,217,157e57336ec87f9f746263022cafc4b988e9ebaf633e0d9724b5dc5e14d7c49b,5,folded,,0.0,experimentally_curated_contains_idr,True,DP02399,P06730,35,0.16129032258064516,34,3
00000442,00000442,P00492,218,819c9375ca8203a769c0057f7559e710fe631aed473659d15334841a9cb908e5,5,folded,,0.0,experimentally_curated_contains_idr,True,DP03849,P00492,22,0.10091743119266056,20,4
00000443,00000443,Q6NVU6,218,5a365f5358ddf8634f2e9b18f85fda172744fc6e10eef4f2053edb2800a7bb9c,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000444,00000444,Q9NZH6,218,7da0d4529b11bed2d3375fad82a827c2e9feaf7a0342b073dd84d5812582c999,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000445,00000445,Q8WXB1,218,ac8a56bdb015b5282db425106b60c1f80b2a0f3df4693cc1c28afecbd289e1c8,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000446,00000446,O00194,218,8fdd94c5c1660f969451f707a4fd8a19e192e679be88e9b2f5e2ec893dd7dcb0,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000447,00000447,P09488,218,7dc4b0059cbb0294729f59988d674c42f4355b7c0d9e439c4e059cd1acbd2a60,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000448,00000448,P20337,219,2c8981834dd7d7d91d51b3e2fd09b6555098223a3f31714107b5e96aa04a59ef,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000449,00000449,O95716,219,d94ebb36e2bd492aa4b63508efa9484ee25c70004cb8dbcf9ac05d3f001df813,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000450,00000450,Q07326,219,0ef93e2907b212db3988e0d32d5c1ad0bb1a37c04915dfa6d3e0b3e218e1308c,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000451,00000451,Q92963,219,402fd3b924242d55a9232da5ba367db41b56c200ce826382b830a6513f34a966,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000452,00000452,P56880,219,c8291ec675e8b557a3c2927c2ca80489cda4034c1f304026bf3ceb5dd0834254,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000453,00000453,Q8NB37,220,24895f7552f790d180c5a4dea9e2d245a220d8e7db3971f5a4ce4ecd740b4155,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000454,00000454,P51809,220,9c70ab274c0904e69a08af1c1c9070b9bc690fea3d633a74fa6d5a7708f47434,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000455,00000455,Q9H0Y0,220,30e46fad816590fd803f22d0978ef0da64bef7ea1492546ffbb2b0060c141669,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000456,00000456,O75629,220,9260fc3cf309747aac35b9988a4bce92aab09d79a292e584a59cca0d2fa875b4,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000457,00000457,O15551,220,0ba9b6b5e9b4d156e81521db8fb4d3e7cc60b100b6cbca960bdfd1c14ccf5b68,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000458,00000458,O60636,221,c7f03ab966fff9af711b081f677c42e9f75291557ead868be3e730d4540e0b46,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000459,00000459,A6NI61,221,3c577235ee6437de8980bd7a4490ce42c359d95187e55bec3a084c89e687b18d,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000460,00000460,A9UHW6,222,67640092285c03eb6053ee428b083ff2140143d5c944b2ca3639958b1bf305e8,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000461,00000461,Q9BS40,222,82daaadc36ad6e633e5183e5beaa3dc65e6a071f1de5d2ae4a4b92845262e265,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000462,00000462,A0A7G5VWW1,222,66b516173e3c746a52490e76fc92c0334c589cb5e7df1d3977e93e6fc9bde950,5,ebi_mobidb_lite,True,1.0,experimentally_curated_fully_disordered,True,DP04020,A0A7G5VWW1,222,1.0,222,1
00000463,00000463,P04179,222,ddc247f561a1eb32f0d22f6619a8fcb7dea82d465353ccaf0a3e6d5fb3c1ed0c,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000464,00000464,Q5JT25,222,e46eff699a3feef7f0efe2caa8d5a93a3fa177ccea7bf27d03539bf6b67db95e,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000465,00000465,P27144,223,a94f8cfb4ac3b29a0ababcb71a9d14512b4ad63c04d3f667f2ac4c25024e73e7,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000466,00000466,Q99720,223,505bfb3d1260c6a4e19cde894af5b280bdb5f0833bc980cb58448501fc7e158b,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000467,00000467,P02743,223,159faf197933f3e0aa8ba281ce805d5e98f352443a8536230649f4e70bb304f1,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000468,00000468,P09936,223,237bcd43f0b8ebac79e54027eb8c1e999146aa48070c04253e5d83c0059c24c3,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000469,00000469,P30041,224,0c775ef7351acbb4690195ef3f0c22a55e87e1bcab088764e8f51744a1833e4a,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000470,00000470,Q8N6F1,224,a0ae04f832f8522820c42d92b2fa587b870fc8a830577ebabbdff385607620d0,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000471,00000471,P21266,225,68b1594a154deb19301485dd8cc6e580e09278cec84b64c87c592cc23def12db,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000472,00000472,Q13637,225,f13fc0fe2020dfad356fd4efb7a05bb90310875bb88ffad60e2bef91b9b94ed3,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000473,00000473,P29033,226,70fb9047856d6e938959bbb21d9cce60a003c96b87987dc7740155092df6324b,5,folded,False,0.0,no_disorder_evidence,False,,,0,0.0,0,0
00000474,00000474,Q96AZ1,226,147997d8027d85687bb06f008e1b014fa0380b6581bdf45bfb9044be815d35cf,5,folded,,0.0,no_disorder_evidence,False,,,0,0.0,0,0
